%time;field.yaw_measurement;field.distance_wall
1.63179E+18;-5.23877E+11;3.62845E+11
1.63179E+18;-5.23877E+11;3.62675E+11
1.63179E+18;-5.23877E+11;36243827343
1.63179E+18;-5.23877E+11;3.62269E+11
1.63179E+18;-5.23877E+11;3.62133E+11
1.63179E+18;-5.23877E+11;3.61948E+11
1.63179E+18;-5.23877E+11;3.61844E+11
1.63179E+18;-5.23877E+11;3.61646E+11
1.63179E+18;-5.23877E+11;3.61537E+11
1.63179E+18;-5.23877E+11;36146068573
1.63179E+18;-5.23877E+11;3.61243E+11
1.63179E+18;-5.23877E+11;3.61144E+11
1.63179E+18;-5.08873E+11;3.58297E+11
1.63179E+18;-5.08873E+11;3.58156E+11
1.63179E+18;-5.08873E+11;3.58045E+11
1.63179E+18;-5.08873E+11;3.57868E+11
1.63179E+18;-5.08873E+11;3.57777E+11
1.63179E+18;-5.08873E+11;35758728981
1.63179E+18;-5.08873E+11;3.57474E+11
1.63179E+18;-5.08873E+11;3.57382E+11
1.63179E+18;-5.08873E+11;3.57173E+11
1.63179E+18;-5.08873E+11;3.57076E+11
1.63179E+18;-5.08873E+11;35687892437
1.63179E+18;-5.08873E+11;3.56757E+11
1.63179E+18;-5.08873E+11;3.56659E+11
1.63179E+18;-5.08873E+11;3.56413E+11
1.63179E+18;-5.08873E+11;35628156662
1.63179E+18;-5.08873E+11;3.56082E+11
1.63179E+18;-5.17859E+11;3.51191E+11
1.63179E+18;-5.17859E+11;3.51095E+11
1.63179E+18;-5.17859E+11;3.50868E+11
1.63179E+18;-5.17859E+11;3.50772E+11
1.63179E+18;-5.17859E+11;3.50607E+11
1.63179E+18;-5.17859E+11;3.50513E+11
1.63179E+18;-5.17859E+11;3.50453E+11
1.63179E+18;-5.17859E+11;3.503E+11
1.63179E+18;-5.17859E+11;3.50228E+11
1.63179E+18;-5.17859E+11;35005774498
1.63179E+18;-5.17859E+11;3.49949E+11
1.63179E+18;-5.17859E+11;3.49859E+11
1.63179E+18;-5.17859E+11;3.49677E+11
1.63179E+18;-5.17859E+11;3.49584E+11
1.63179E+18;-5.17859E+11;3.49351E+11
1.63179E+18;-5.17859E+11;3.49219E+11
1.63179E+18;-5.17859E+11;3.4911E+11
1.63179E+18;-5.47323E+11;3.43657E+11
1.63179E+18;-5.47323E+11;3.43584E+11
1.63179E+18;-5.47323E+11;3.43393E+11
1.63179E+18;-5.47323E+11;3432908535
1.63179E+18;-5.47323E+11;3.43218E+11
